Frame number,Movie number,Local frame number,Time since start (s),Hardware counter (us),tail_tip x,tail_tip y,tail_tip likelihood,tail_base x,tail_base y,tail_base likelihood,R_hind x,R_hind y,R_hind likelihood,L_hind x,L_hind y,L_hind likelihood,neck x,neck y,neck likelihood,R_fore x,R_fore y,R_fore likelihood,L_fore x,L_fore y,L_fore likelihood,nose x,nose y,nose likelihood
10,0,10,0.504027,2.47904E+11,571.8106079101562,311.54486083984375,0.970196545,491.73736572265625,365.2337951660156,0.9988906979560852,525.2775268554688,396.4607849121094,0.9801381230354309,454.79644775390625,403.5768737792969,0.9988653063774109,480.5686950683594,472.47869873046875,0.9353729486465454,494.3414001464844,448.8926086425781,0.9965580701828003,466.4880676269531,448.15692138671875,0.999386191,476.1427001953125,500.284668,0.9950746297836304
11,0,11,0.552005,2.47904E+11,569.6172485351562,311.54486083984375,0.9140939712524414,489.5517883300781,366.88983154296875,0.9978914856910706,525.1054688,397.0089111328125,0.9760055541992188,453.97625732421875,403.9163818359375,0.9992348551750183,480.5686950683594,475.4006042480469,0.9676937460899353,495.09552001953125,448.8926086425781,0.9989693760871887,463.42608642578125,465.3614196777344,0.9987785816192627,476.1427001953125,506.71197509765625,0.9951856136322021
12,0,12,0.604001,2.47904E+11,565.4553223,314.5837402,0.99412179,489.5517883300781,373.21063232421875,0.9994539618492126,522.3868408203125,403.4821777,0.9944202899932861,453.97625732421875,404.0875244140625,0.9991440773010254,480.5686950683594,481.20013427734375,0.9447673559188843,495.09552001953125,448.97259521484375,0.9927522540092468,458.4563903808594,470.4700012207031,0.9451009035110474,475.6549987792969,511.39056396484375,0.9908607602119446
13,0,13,0.65201,2.47904E+11,565.4553223,326.0817871,0.9371623992919922,489.5517883300781,376.8327331542969,0.9992554187774658,515.1889648,418.94512939453125,0.9957526326179504,453.97625732421875,404.0875244140625,0.9988778233528137,477.3673400878906,482.4859313964844,0.9484974145889282,494.6611022949219,449.0200500488281,0.9966413378715515,458.4563903808594,470.5015563964844,0.9942986965179443,471.2148742675781,514.3422241210938,0.9968422651290894
14,0,14,0.703997,2.47904E+11,567.5296630859375,524.7390747070312,0.9240970611572266,491.1015930175781,377.8028259277344,0.9990973472595215,512.5479736328125,427.5489501953125,0.98225522,454.6256408691406,404.0875244140625,0.9980661273002625,472.5117188,489.0160827636719,0.9257148504257202,494.6611022949219,450.3842773,0.9969402551651001,458.0909118652344,472.2068786621094,0.9954533576965332,466.1732177734375,521.6469116210938,0.9855594635009766
15,0,15,0.752002,2.47904E+11,567.5296630859375,524.7390747070312,0.7070560455322266,491.1015930175781,380.9920349121094,0.999237061,511.1584167480469,430.7061767578125,0.9930886626243591,454.6256408691406,404.0875244140625,0.9947179555892944,469.8815918,494.0845031738281,0.9277036190032959,493.66033935546875,456.2891845703125,0.9873592853546143,458.0909118652344,471.1663513183594,0.9951866865158081,454.6826172,525.1622314453125,0.9770443439483643
16,0,16,0.804005,2.47904E+11,567.5296630859375,524.7390747070312,0.7562198638916016,491.1015930175781,385.2036133,0.9991507530212402,511.1584167480469,432.4688415527344,0.9977742433547974,454.6256408691406,404.5257568359375,0.9946651458740234,463.3106384277344,502.2658996582031,0.8970382213592529,486.3743591308594,487.1436767578125,0.9984719753265381,458.0117492675781,471.1663513183594,0.9915937185287476,454.3340148925781,530.7998657226562,0.9893084764480591
17,0,17,0.852022,2.47904E+11,567.5296630859375,525.7964477539062,0.8565919399261475,490.8677062988281,391.8422852,0.9985740780830383,512.5479736328125,432.6840515136719,0.9965034127235413,450.1744079589844,409.6938781738281,0.9962073564529419,463.3106384277344,514.4003906,0.9818120002746582,480.4041748046875,505.9926758,0.9959489703178406,457.95550537109375,472.2068786621094,0.9763660430908203,454.3340148925781,545.3216552734375,0.9960181713104248
18,0,18,0.904023,2.47904E+11,561.9807739257812,525.7964477539062,0.8423928022384644,483.04632568359375,391.8422852,0.9995937943458557,511.1584167480469,432.4688415527344,0.9927235245704651,447.61798095703125,409.6938781738281,0.9897927045822144,461.31146240234375,514.4003906,0.9896735548973083,480.3686218261719,505.9926758,0.9974926710128784,457.11724853515625,472.2068786621094,0.9646255373954773,449.5748291015625,545.3216552734375,0.9949823021888733
19,0,19,0.952024,2.47904E+11,298.5910645,330.63983154296875,0.8848316073417664,476.4631348,391.8422852,0.9990378022193909,511.1584167480469,432.4688415527344,0.9953562021255493,444.1005859,409.6938781738281,0.9980884790420532,460.1864929199219,514.4003906,0.9760664105415344,479.8973083496094,505.9926758,0.9978686571121216,456.5481262207031,471.1663513183594,0.9417847990989685,449.5748291015625,545.3216552734375,0.980870783
