Frame number,Movie number,Local frame number,Time since start (s),Ear_left x,Ear_left y,Ear_left likelihood,Ear_right x,Ear_right y,Ear_right likelihood,Nose x,Nose y,Nose likelihood,Center x,Center y,Center likelihood,Lateral_left x,Lateral_left y,Lateral_left likelihood,Lateral_right x,Lateral_right y,Lateral_right likelihood,Tail_base x,Tail_base y,Tail_base likelihood,Tail_end x,Tail_end y,Tail_end likelihood
20,0,20,0.66666,91.74065399169922,81.28823852539062,0.8906861543655396,120.46468353271484,61.631858825683594,0.059438206255435944,96.09949493408203,60.69878387451172,0.23682217299938202,137.98390197753906,97.0058822631836,0.9920795559883118,136.0469207763672,126.16551208496094,0.9606741666793823,159.8474884033203,84.94611358642578,0.9014830589294434,180.33236694335938,126.07344818115234,0.9995657801628113,288.4338073730469,196.40042114257812,0.999941349029541
21,0,21,0.6999930000000001,91.86647033691406,81.51702880859375,0.8900563716888428,235.7228546142578,471.21282958984375,0.016420120373368263,98.2627182006836,60.95006561279297,0.7312190532684326,139.7544708251953,96.55443572998047,0.9912086725234985,136.0469207763672,124.5133056640625,0.9759056568145752,160.94888305664062,83.7713623046875,0.5517590641975403,181.3993377685547,126.07344818115234,0.999354898929596,288.5032958984375,195.91754150390625,0.9999877214431763
22,0,22,0.733326,92.32500457763672,82.35639953613281,0.7464960813522339,235.7228546142578,471.25201416015625,0.015589018352329731,98.49724578857422,61.397438049316406,0.4827825725078583,140.1888427734375,96.52716064453125,0.989890456199646,136.0469207763672,124.44828033447266,0.9379696846008301,161.0677490234375,83.27174377441406,0.19878074526786804,184.15667724609375,126.07344818115234,0.994508683681488,288.7408142089844,195.91754150390625,0.999855637550354
23,0,23,0.766659,92.40665435791016,82.403564453125,0.6121785640716553,235.90939331054688,471.47479248046875,0.01608603447675705,98.53319549560547,61.584022521972656,0.15727058053016663,143.55068969726562,94.85861206054688,0.9877871870994568,136.6285400390625,119.22463989257812,0.9947734475135803,162.3532257080078,83.27174377441406,0.42909473180770874,188.21885681152344,127.63348388671875,0.9944711923599243,290.2783203125,195.91754150390625,0.9999383687973022
24,0,24,0.799992,92.6322021484375,82.7482681274414,0.9428611397743225,235.90939331054688,471.6333923339844,0.04342476651072502,99.34825134277344,61.87810134887695,0.42388716340065,146.02377319335938,94.85861206054688,0.9967005848884583,137.04762268066406,119.22463989257812,0.9732561707496643,166.40960693359375,83.27174377441406,0.9101986885070801,189.54159545898438,127.65577697753906,0.9923776388168335,292.40631103515625,195.91754150390625,0.9999886751174927
25,0,25,0.8333250000000001,93.34526824951172,83.05179595947266,0.8662303686141968,235.90939331054688,471.70355224609375,0.0344330295920372,102.13319396972656,62.07396697998047,0.016561206430196762,147.58828735351562,94.85861206054688,0.9963728189468384,138.3884735107422,119.22463989257812,0.9636143445968628,166.40960693359375,83.65462493896484,0.9142605066299438,190.12130737304688,128.01429748535156,0.9701593518257141,293.9978332519531,195.91754150390625,0.9999924898147583
26,0,26,0.866658,97.12581634521484,83.33740234375,0.3156885802745819,236.05824279785156,471.6333923339844,0.017107127234339714,105.39262390136719,62.34080123901367,0.010899726301431656,147.7545928955078,97.16348266601562,0.9981326460838318,138.86941528320312,121.74966430664062,0.9817339181900024,167.10633850097656,84.83575439453125,0.532005786895752,190.179443359375,129.6614990234375,0.991363525390625,295.812744140625,195.93515014648438,0.9998960494995117
27,0,27,0.899991,97.44593811035156,84.66339874267578,0.8019593358039856,236.05824279785156,471.6333923339844,0.0240116398781538,106.79114532470703,66.94536590576172,0.03849645331501961,148.22042846679688,97.3512954711914,0.9963900446891785,140.0480499267578,122.0412826538086,0.9858115911483765,167.3994598388672,85.09169006347656,0.8295831680297852,191.91360473632812,130.9455108642578,0.9996602535247803,298.1980285644531,196.4335479736328,0.9999873638153076
28,0,28,0.933324,97.5787353515625,90.18067169189453,0.8275532722473145,236.04627990722656,471.3010559082031,0.028400570154190063,106.79114532470703,69.93133544921875,0.008332286961376667,148.6090087890625,98.68123626708984,0.9990885257720947,140.84124755859375,124.07478332519531,0.99073725938797,168.9084930419922,86.4913558959961,0.7496377229690552,194.2224578857422,131.55641174316406,0.9998800754547119,300.04937744140625,196.8002166748047,0.9999115467071533
29,0,29,0.9666570000000001,99.11988067626953,91.11782836914062,0.310945987701416,236.04627990722656,471.2174377441406,0.020648980513215065,106.50796508789062,75.03282165527344,0.0037112408317625523,148.6090087890625,100.89461517333984,0.9989351630210876,142.53114318847656,125.69630432128906,0.9709596633911133,170.02098083496094,87.62066650390625,0.7822378873825073,197.07659912109375,131.55641174316406,0.9996669292449951,304.16339111328125,196.8002166748047,0.9999618530273438
30,0,30,0.99999,99.28386688232422,93.52275085449219,0.7355263829231262,236.17796325683594,471.2174377441406,0.023099953308701515,105.39262390136719,75.78704833984375,0.007878703996539116,148.61944580078125,100.89461517333984,0.9973183274269104,144.9140625,125.69630432128906,0.9704786539077759,170.02098083496094,87.71541595458984,0.9315909743309021,198.78463745117188,131.55641174316406,0.9979729056358337,306.3696594238281,196.8002166748047,0.9999372959136963
31,0,31,1.033323,99.28386688232422,93.52275085449219,0.44176948070526123,236.04627990722656,471.2174377441406,0.008066339418292046,104.25483703613281,75.78704833984375,0.003066134173423052,148.6090087890625,100.89461517333984,0.9986715316772461,144.9140625,125.69630432128906,0.9803677797317505,170.02098083496094,87.71541595458984,0.3668542802333832,198.78463745117188,130.3890838623047,0.9975757002830505,306.3696594238281,196.50698852539062,0.9999634027481079
32,0,32,1.066656,99.28386688232422,93.52275085449219,0.5518956780433655,235.9611358642578,471.09869384765625,0.016215555369853973,100.46943664550781,75.78704833984375,0.001967883203178644,148.5734100341797,100.72417449951172,0.9943838119506836,144.9140625,125.26180267333984,0.9860941171646118,112.62354278564453,87.62066650390625,0.012989415787160397,198.78463745117188,129.1126708984375,0.5806992053985596,306.3696594238281,195.9443359375,0.9999954700469971
